artist_name,track_name,release_date,genre,lyrics,topic,age
the b-52's,hero worship,1979,pop,heroes fall grind like hell magnet pull knees eye idol eye jerk motion revive mouth mouth resuscitation idolize motor motor break hearted rust rot fall apart lock hair belt wear want soul soul heroes fall grind like hell magnet pull knees eye idol eye,violence,6
christopher cross,i really don't know anymore,1979,pop,think game play tear lose wilderness lose lonely think save feel warmth lose lonely know anymore anymore think game play heart love lose lonely think save heart lose lonely,sadness,6
pat benatar,we live for love,1979,pop,contagious kiss dangerous risk lose feel passion grow know inch away strike live live tire watch summer fade away think romance place time stand know till eternity fulfill desire live live live live plan race convince face face lose live live live live live live live,world/life,6
dionne warwick,deja vu,1979,pop,insane hello speak feel like know long different space time come feel like home place know long déjà dream know déjà dream come true shin remember remember déjà devine wait long fill time look know long come dont dream know love long déjà dream know déjà dream come true shin remember remember déjà déjà dream know déjà dream come true shin remember remember déjà,world/life,6
gang of four,ether,1979,pop,trap heaven life style lock long kesh look pleasure hblock torture rainbow white noise white room dirt daydream dirt daydream rainbow root problem flag foreign soil break dream daily hblock long kesh father contradictions censor counties news break dream daily deaths dirt daydream dirt daydream rainbow white noise white room white noise white room white noise white room white noise white room trap heaven life style lock long kesh look pleasure hblock torture rainbow white noise white room dirt daydream dirt daydream rainbow root problem flag foreign soil break dream daily hblock long kesh father contradictions censor counties news break dream daily deaths dirt daydream dirt daydream rainbow look pleasure rockall rainbow rockall cork ether cork ether rockall cork ether,violence,6
sparks,tryouts for the human race,1979,pop,gleam lover eye steam sweaty body night rest disappear like pressure build gettin explosion come want tryouts human race burlington bonn quarter billion strong tryouts human race twilight time want future past gonna pawn funny game tiny actors oldest play angry face join race gotta gotta gotta live tryouts human race burlington bonn quarter billion strong tryouts human race twilight time want leave leave gotta play gotta away gotta play gotta away gotta play gotta away gotta play want feel little daughter word lovers word light automatic fuse explosion come want tryouts human race burlington bonn quarter billion strong tryouts human race twilight time want,violence,6
yellow magic orchestra,behind the mask,1979,pop,mask wear stoney star line tear fear grow passions cold mask wear stoney star line tear fear grow passions cold eye mark cry blank blind dead inside inner mind eye mark cry blank blind dead inside inner mind mask wear face mask,violence,6
christopher cross,minstrel gigolo,1979,pop,minstrel gigolo know sing songs soft want young lonely girls backstage door hop start sing start sing woman open heart,sadness,6
the raincoats,fairytale in the supermarket,1979,pop,make difference night teach live cup clock clock clock clock time forget forget know book read externalize reread book feel reassure life favorite hero worry worry fairytale happen supermarket root thoughts essentially polaroidal look picture mirror paranoid tear secret agent colour worry worry fairytale happen supermarket,world/life,6
the b-52's,6060-842,1979,pop,go lady room write wall like nice time number waitin waitin reach pocketbook pull dime drop phone slot prayin line waitin waitin dial number answer dime slot ready trot tryin makin headway operator wrong dial stupid number long operator say number disconnect number disconnect number disconnect number disconnect hello sorry hello sorry hello sorry,obscene,6
